mensagem;sentimento
@PaolaCarosella foi desfilando ao mercado!😍😍😍😍😍😍;positivo
@PaolaCarosella foi tanto trabalho que só agora vi seu discurso emocionante sobre o Brasil no  da semana passada. Brasil❤Paola;neutro
"@PaolaCarosella pro @erickjacquin: ""Eu vou tentar trazer o ""tômpero""""!😂😂😂😂😂😂😂😂😂😂";neutro
@PaolaCarosella QUE VONTADE DE TE ABRAÇAR AAAAAAAAA ;positivo
@PaolaCarosella sendo sutil e elegante nos conselhos! Que jurada ;positivo
@PaolaCarosella vazou do mercado primeiro e tranquilíssima!!😂😂😂😂😂😂😂😂😂;positivo
"@PaolaCarosella: ""O meu tava bom?""@fogaca_henrique: ""O seu tava!""@erickjacquin: ""Tava! O seu tava maravilhoso!""😍😍😍😍😍😍😍😍😍😍";positivo
@PBiaL ,vc já pode fazer maratona  Padre Fábio de Melo no  ,grata.;neutro
@PBiaL Amei sua entrevista com o Fábio de Melo fico muito feliz em ver que a Igreja Católica possui representantes assim  ;positivo
@PBiaL e Fábio de Melo belo presente da noite ❤️ que diálogo maravilhoso ;positivo
@PBiaL e Dr. @drauziovarella numa importantíssima abordagem sobre o a situação do encarceramento no Brasil no !;neutro
@PBiaL entrevistador que não corta o entrevistado 👏🏻👏🏻👏🏻 ;positivo
@PBiaL mostrando mais uma boa ;positivo
@PBiaL programa @conversacbial  e entrevista com @augustocury e @titasoficial #Tony perfeitoo!!!ameiii❤ #ansiedade ;neutro
@PBiaL Senti sua conversa c/Santoro sobre americanos em relação ao Trump foi mal informado e enviou a mensagem errada.  1/2;negativo
Fábio de Melo fala tão lindo, tem uma calmaria na voz 💜 ;positivo
Fábio de Melo Falando de Aristóteles como não amar ❤ ;positivo
Fábio de Melo Ih! eu tbm, mas hoje eu já tirei um bom cochilo à tarde para assistir a sua  na madruga...😆;positivo
Fábio de Melo Já estou aqui te vendo no  e adorando mas a minha sonolência amanhã é certa!! 😂😂😂;positivo
Fábio de Melo me perdoe, mas estou pecando enquanto assisto sua entrevista no programa do Bial. Eu vou pra o inferno! 🙏🏻 ;negativo
Fábio de Melo melhor pessoa  @PBiaL;positivo
Fábio de Melo perfeito ♡;positivo
Fábio de Melo Quem mais está assistindo o programa aí? ;neutro
Fábio de Melo rei da internet 😀;positivo
Fábio de Melo sempre me surpreende com suas palavras pois explica o que eu nao consigo muitas vezes expressar ;positivo
Fábio de Melo sua sabedoria é imensurável. ;positivo
Fábio de Melo está demaisdo show de cristianismo! ;positivo
Fábio de Melo tão bom ver sua pessoa sendo gente como a gente. Kkkkkkk. Adorei sua ;positivo
Fábio de Melo vai está demais#ConversaComoBial hj. É pedir demais que ele esteja junto com o @evaristocosta no  ? Chama aí @oserginho;neutro
Fábio de Melo Verdade  falou tudo ;positivo
@pietraprincipe sua linda te vi no @TheNoiteVideos com Danilo e amei sua história. ;positivo
@quemacontece Até que enfim minha musa @fbbreal no ;positivo
@rafabrites fez uma xerox do @andreolifelipe chamado Rocco  #lindos;neutro
@raphael_c_a Falando com a mona do ;neutro
@RedeGlobo @nicolasprattes Tava na cara gente , o rosto  continua igualzinho *...* ;neutro
@RedeGlobo @SandyLeah Sandy é a voz.   @RedeGlobo;positivo
@RedeGlobo @zecapagodinho @PBiaL Lira Neto falando uma asneira vitimista atrás da outra. Parece militante do PSOL. ;negativo
@RedeGlobo adorando o programa de hoje parabens... ;positivo
@RedeGlobo adoro!! ;positivo
@RedeGlobo Espero q tenha os bastidores do parto da Anna hein ;neutro
@RedeGlobo Esse programa é massa #ÉDeCasa!;positivo
@RedeGlobo não acredito q colocaram 2 blogueiras p/esse quadro de moda no  ao invés de colocarem a @sophiaabrahao que pena 😢;negativo
@RedeGlobo Ana Maria ficou visivelmente incomodada.Talvez pelo erro da produção e um pouco pela recusa da Taís Araujo. ;negativo
@RedeGlobo OLA COLOQUE UM VIDEO DE RAUL SEIXAS CANTANDO MALUCO BELEZA ;neutro
@RedeGlobo Parece o Nicolas Pratte é o Zac? ❤️ ;neutro
@RedeGlobo Queria ver João Carlos Gandra ,mestro e pianista uma linda lição de amor a musica a arte.  ;positivo
@RedeGlobo sua danada Faltou mostrar a @sophiaabrahao na Novela Rebelde hein.;neutro
@reinamayamotti @Mayaramottiofic @NandoMotti e hoje é dia de  😍;positivo
@rfalcao13 O cocô do Lula já espirrou aí no PT? É que na verdade o Lula pediu adiamento da audiência Porque se cagou todo de medo! ;negativo
@RitaLee sempre um ícone a frente do seu tempo. ❤ ;positivo
@Robson1422 está demaisa! Super cool! ;positivo
@Rua15Saulo ficou lindo de trança ;positivo
@Rua15Saulo lindo no 😉;positivo
@Rua15Saulo o maior e melhor cantor que você respeita! Só me faz lembrar dos melhores dias do ano! E eles se chamam CARNAVAL. ;positivo
@Rua15Saulo orgulho da Bahia 😉 ;positivo
@SandyLeah estará no  Ai meu coração 😍;positivo
@SandyLeah já já no . 💜;positivo
@SandyLeah linda q não canso de dizer e linda q não canso de olhar. Não sei se assisto o programa  com @fbbreal;positivo
@SandyLeah linda! Vendo vc no nosso  @EncontroFatima ... Feliz dia das mães menina mulher .. Meu primeiro dia das mães ouvindo vc.;positivo
@SBTOficialFas Tbm o melhor programa da TV brasileira é o ;positivo
@SBTTheNoite  na #PracaeNossa show de bola 😘;positivo
@sheronmenezzes Imperdível assistir essa linda no ;positivo
@Shippando_Tudin Não sendo abóbora a galera deveria cair matando hahPasmanterEPivaNoMaisVoce;neutro
@sofiaabrao está linda! Super básica e gata. Só pergunta pro @SergioMaLheiros onde comprou a blusa Porque tb tô querendo;positivo
@sophiaabrahao A MAIOR FUNKEIRA QUE VOCÊS RESPEITAM!!! #VídeoShowComSophiaAbrahão ;positivo
@sophiaabrahao Aaaa diva no ;positivo
@sophiaabrahao e seu olhar doce e provocante no clip do Léo Régis de #RockStory! Arrasou! 😍❤👏👏 ;positivo
@sophiaabrahao está linda com essa blusa!Parecendo um esquilo voador, mas está linda!😂😂😂 #VideoShowComSophiaAbrahao;positivo
@sophiaabrahao eu amei demais seu look ;positivo
@sophiaabrahao sempre linda!! ❤;positivo
@sophiaabrahao toda blogueirinha fazendo o look do dia! Amei 😉 ;positivo
@sophialifemy Berro sksksk ;neutro
@sportrecife eu te amo demais, que orgulho!!!!! ♥♥♥ ;positivo
@sueniafernandes @fbbreal Suenia vem aqui me abraçar ;neutro
@taisdeverdade  gente como a gente.Amooo mais ainda. ;positivo
@taisdeverdade é a melhor pessoa do mundo. Depois de ontem no , ela ainda manda mimos de chocolate e abóbora pra equipe.;positivo
@taisdeverdade é a melhor pessoa!!! 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 ;positivo
@taisdeverdade adoramos a frase:: Gente, eu não vou comer abobora só porque tô aqui! Kkkk.  @RedeGlobo;positivo
@taisdeverdade maravilhosa kkkk mandou doce de abóbora e brigadeiro pra Ana Maria hoje ;positivo
@taisdeverdade Maravilhosa mandou doce de abóbora pra Ana Maria. Elegância é isso meu Braseeeel!;positivo
@taisdeverdade não lembro ao certo,mas acho q a @Nandacostareal  tbm não comeu arroz doce que tinha no  quando ela foi 😁 kkkkkkk;negativo
@taisdeverdade O que seria do jiló se todos gostassem de abóbora, não é?! #Diva #ThaísAraujo ;neutro
"@taisdeverdade sendo muito EU!!! ""Eu não vou comer uma coisa q eu não como..."" kkkkk adorei. ";positivo
"@taisdeverdade vc é afrontosa heim! Mando os doces de abóbora p Ana Maria! ""Só me chama pros brigadeiros"" 😂😂😂😂 te amo ";positivo
@tardecommaria Lindo ver a imagem da mãezinha hoje no ;positivo
@Tdporvocesophia o @oserginho curtiu  nosso comentário no insta dele sobre a @sophiaabrahao chorando no  💖kkkkkkkk;neutro
@Teledramaturgia Minha vó faz assim até hj! ;neutro
@Teledramaturgia Pronto! Agora está completo!#MasterChef sem seus coments e este Gif aí em cima, não é  ❤;positivo
@tha_iz maravilhosa essa mulher, ela é um exemplo. Os men ate que tentam, mas com Paola e Ana Paula  é so das mulheres;positivo
"@ThataSantanna Não vejo  por motivos de sono, mas ver seus comentários no Twitter é genial. ""Gordinho barbudo no mezanino""";positivo
@ThierryPang concordo👍👍;
@TiagoLeifert arranhão falando de @wonderwoman_br @wonderwoman_br @WonderWomanFilm  no  .;neutro
@TiagoLeifert dançando no  me lembrou o pedro no bbb 😂😂😂;neutro
@TiagoLeifert ganhando beijinho das irmãs Galvão ;neutro
@TiagoLeifert gente vamo ensinar o Tiago a diferença entre discurso de ódio e opinião  #machismonaopassara;negativo
@TiagoLeifert Ana Maria sua louca! Hahaha ;neutro
@tici_villasboas Larga esse merda do seu marido, ele é verme, bandido ou vc vai compactuar com a criminalidade?#SextaDetremuraSDV;negativo
@tiemusica no  , como eu amo essa mulher cara;positivo
@tio_raoni Verdade. Poderiam aumentar a faixa etária para a plateia. ;negativo
@TirulipaDSophia Oi Lari, além da Sophia Abrahão e da Vanessa da Mata, quem mais está no ?;neutro
@TVGloboInter Ja aqui ansiosa para ver essa conversa pois não sei porque esse assunto me interessa!! 😂😂😂 ?!;positivo
@TVGloboInter Já estou aqui vendo o Willian Waack só esperando o Bial chegar com elas Maiara e Maraisa  Não perderei.😘;positivo
@vanessadamata agora no ;neutro
@vanessadamata Ainda vai está no  nesse sábado!!! 💙;positivo
@vanessadamata falando sobre parto no   #merepresenta;positivo
@vanessadamata Maravilhosa, Iluminada, radiante no  💜;positivo
@vanessadamata Obrigado por deixar minha noite mais tranquila com suas canções. ;positivo
@victeiro no  Porquep haishauahsuahsusjaudjs;positivo
@VideoShowasVIVO aqui em Belém o sacolé (ou dindin) é chamado de Chopp.  #BelémDoPará;neutro
@VideoShowasVIVO Mariana Xavier é muito parecida com a mãe Fabiana Carla. Incrível!  @RedeGlobo;positivo
@Videoshownatv aqui em belém o din din é chope! ;neutro
@Vshow_globo vcs sempre arrasam. To conectada com vcs todos os dias.;positivo
@vshowaovivo   Ota seu lindo adoro você,o vídeo show fica mais lindo com você e claro o Joca 😍😍😍 ;positivo
@vshowaovivo  este negócio de cor da Pele ? ???   Dona Fatima sei não.....;negativo
@vshowaovivo  manda um beijo pra minha mamae ;neutro
@vshowaovivo  será que existe simpatia para aprender a jogar futebol ;neutro
@vshowaovivo A música que vcs cantaram é do Anjinho Robinson Monteiro! Pra sempre vou te amarRodrigoMartins sorocaba;positivo
@vshowaovivo Essa blusa do Joca está parecendo chuvisco de televisão kkkkkk ;negativo
@vshowaovivo o melhor da tv Brasileira!! ;positivo
@vshowaovivo está demaisais, amo amo de paixão... Beijoo Joaquim e Otaviano.;positivo
@welldohnal Por isso que eu queria a @evelynregly no . Ela é super natural e engraçada.;positivo
@whoisGusmao Pior eu que fico vendo o ;neutro
_Lindão, se algum professor me tratar como os jurados do  trata geral, eu c/uma faca na mão, ela voará na direção dele!;negativo
+...Meus personagens são sempre um presente.Criar uma história,dá vida ao inexistente é maravilhoso.#EuEscolhiAtuar.❤🎭#Teatro;positivo
00h01 - Globo 9.1, RecordTV 6.1, Band 5.8, SBT 5.7 ;neutro
00h06 - Globo 8.8, Band 6.2, SBT 6.1, RecordTV 5.8 ;neutro
1 h da manhã e eu aqui passando nervouso com o ;negativo
10% cara... Lembro de uma pessoa ouvindo essa #ProgramadoRatinho  #Mafiasdvsertrouxae #MafiaSDVaqueleDiaQ #LulaDaSilva;neutro
10% está a bateria do meu celular .... @MaiaraeMaraisa ;neutro
1000/1000 essa entrevista com o Benê Barbosa ;positivo
12h06 que começa o jornal! @fbbreal dona da Grobo msm... ;neutro
17 filhos. Socorro! ;negativo
17 filhos. Trepadeira. ;negativo
2 da manhã com essas histórias de terror está demaisícil 😬😬 ;negativo
2017 e os xóvens fazendo as mesmas perguntas de sempre pros artistas. ;negativo
22h45 - Globo 21.5, SBT 8.8, RecordTV 7.6, Band 3.9 ;neutro
22h50 - Globo 20.6, SBT 9.7, RecordTV 6.1, Band 4.6 ;neutro
22h55 - Globo 19.9, SBT 9.0, RecordTV​ 6.1, Band 4.8 ;neutro
23h00 - Globo 19.5, SBT 8.8, RecordTV 6.2, Band 5.0 ;neutro
23h05 - Globo 17.8, SBT 9.0, RecordTV 6.4, Band 5.3 ;neutro
23h15 - Globo 16.1, SBT 8.8, RecordTV 6.7, Band 6.0 ;neutro
23h29 - Globo 13.7, RecordTV 6.7, SBT 6.6, Band 6.3 ;neutro
23h35 - Globo 13.5, RecordTV 6.7, SBT 6.3, Band 6.0 ;neutro
23h40 - Globo 12.2, RecordTV 7.1, Band 6.3, SBT 6.0 ;neutro
23h45 - Globo 12.3, RecordTV 7.1, SBT 5.9, Band 5.8 ;neutro
30  anos praça e nossa parabens so levando alegria ao publico braisleiro Carlos Alberto ;positivo
300 mil 1 show e vem dizer que não estão ryca? ATA ;negativo
5 4321*6 DA MANHÃ* #ChefSensei;neutro
5 anos que a Fátima roubou nossa tv globinho ;negativo
A Ana Maria está demais linda 😍😍, seu cabelo loiro e seu charme, combina contigo 👏👏 ;positivo
A @anapaulapadrao as vezes faz umas caras de coordenadora de colegio né? ;neutro
A @BocaRosaBlog arrasou no  com a tia Mônica!;positivo
A @lisie_silva perdeu a chance de ganhar um smartphone no ;neutro
A @Lopesjoca  vai está demaise junto com o @otacosta  no   não  vejo a hora deles anunciarem a bela EmillyAraujoNoVideoShow;positivo
"A @MaiaraeMaraisa são demais! Super talentosas e simpáticas! E ainda mandando ""Como Nossos Pais"", aliás mandaram bem! ";positivo
A @marcela_mont no .😍 Ontem eu Queria ter visto ela. Passei ali + não vi. Fica pra uma Próxima.;negativo
A @MChefYuko foi a única que seguiu o conselho do fogaça. Se eu chego de madrugada em casa, eu vou é misturar é tudo e comer. ;neutro
A @PaolaCarosella está demaisda n'A Prévia! ;positivo
A @PaolaCarosella traduziu todo o nervosismo do ;neutro
A @pri_scilaguedes falou que ia me mandar msg contando quem saiu do  . Tô até agora esperando!;neutro
A @SandyLeah está linda! ;positivo
A @SandyLeah não envelhece gente! Parece que tem 15 anos há 15 anos! 😱😍  ;positivo
A @sophiaabrahao me representando com essa camiseta jeans #arazou ;positivo
A @sophiaabrahao está demaisto linda e divertida no  #SophiaNoVideoShowAoVivo;positivo
A @vanessadamata é a melhor pessoa, já era fã agora triplicou!  #NaturalOnde? #NuncaQuis #TbmNãoQuero #BarrigãoxBuraquinho hahaha;positivo
A aliança terá que ser trocada rs ;neutro
a Ana Luiza ganhando foi um tapa bem dado na cara do Leonardo ;positivo
A Ana Luiza me lembra DEMAIS minha prima hauhauha (E é um elogio porque adoro minha prima) ;positivo
A Ana Maria está apresentando o  ou o Note e Anote? Kkkkk;negativo
A Ana Maria vestida de unicórnio KAKAKAKAKAKAKAKAKA ;negativo
a animação da filha da vanessa da mata é de se admirar ;positivo
A anta passou na frente da Fátima ;negativo
a única coisa de boa hoje é que tem ;positivo
A apresentadora do   está demaisvida?;neutro
A apresentadora que vcs respeitamFátima Bernardes 😍😍😍💁  ;positivo
A bad é tanta que nem dá gosto de assistir ;negativo
A Band está planejando para o próximo ano uma versão do  com famosos;neutro
A batata de Fabricio está demaisando faz tempo, há uns 4 episódios. ;neutro
A BELA NO CLIPE EU TO GRITANDO ;positivo
A bixa chata do  🎉🎉🎉;negativo
a blusa da Ana Maria é linda, eu estou apaixonada demais ;positivo
a cada ep o vitor b me mata mais um pouco ;neutro
A calça do Padre ta combinando com o cenário Fábio de Melo  ;positivo
A camisa que a @sophiaabrahao está demaisndo era:A) do FaustãoB) do André MarquesC) do Leandro Hassum;negativo
A cantora mais linda que você respeita no  #CaixinhadeMúsicaDVDVanessadaMata ❤😍🌷;positivo
a cara da @MChefAnaLuiza quando vence uma prova é a coisa mais fofa da face da terra 😍;positivo
A cara de medo do chef Thiago kkkkk ;neutro
A carreira da Sophia na globo se resume ao vídeo show ? Porra kkkk ;neutro
A certeza que tenho é que hoje vai ter uma eliminação triste. :( ;negativo
a chamada do  já tinha falado que era a fátima bernardes;neutro
A cor do cabelo da Ana Furtado era linda! Não deveria ter mudado. #ÉDeCasa;negativo
A Descrição do Lámen da Carolina parece a descrição da minha vida kkkkkkkkkkkk ;positivo
A dignidade é sem escravidão.;neutro
A diva de todas as manhãs está no meu vídeo é um show lindaaah;neutro
A eliminação do Douglas achei injusta! É incrível q ele começou a cozinhar só tem 1 ano e meio ;negativo
A eliminação será entre o baiano e o roqueiro, e infelizmente acho que o Vitor sai hoje ;negativo
A eliminada do  da próxima terça (23), será a Nayane. #Spoiler;neutro
A entrevista do Fábio de Melo para o Bial foi uma das melhores até agora. ;positivo
A equipe azul sempre fazendo cardápios maravilhosos. ;positivo
a equipe azul está demaisdida ,por favor gente não me decepcionem ,ganhem do vermelho  ;neutro
a equipe do Victor V sempre é a mais desorganizada e no final é a que sempre ganha ;negativo
A Escolinha do Professor Pauzudo HAHAHAHAHAHAHA;positivo
A estória de #OsDiasEramAssim é fascinante, me faz viver àquela época, não perco um capítulo! ;positivo
"A expressão ""levou o farelo"" não é Porque a pessoa se lascou? Kkkkkkkkkkkkk ";neutro
A Fátima é ótima apresentando o  mais ela 1000x melhor apresentando o Jornal Nacional.;negativo
A Fátima poderia participar da dança dos famosos, ia arrasar ;positivo
A face dessa mulher me acalma. Gosto de ver de manhã e de tarde, entendeu? ;positivo
A faculdade que nao me espere amanha hahaha nao vou conseguir acordar ... @MaiaraeMaraisa hoje tem ❤❤ no ;positivo
